,StockCode,TOTAL_REVENUE,BASKETS,DISTINCT_CUSTOMERS,AVERAGE_PRICE,pkm$cluster,,,Cluster,Items,Total Revenue,BASKETS,DISTINCT_CUSTOMERS,AVERAGE_PRICE,,
1320,21071,1378.92,180,73,7.535082,5,,,,,,,,,,
1321,72802A,1376.07,69,45,18.595541,5,,,,,,,,,,
1322,23546,1375.5,120,106,11.367769,5,,,,,,,,,,
1323,22677,1375.32,194,60,7.016939,5,,,,,,,,,,
1324,22609,1374.94,156,90,8.647421,5,,,,,,,,,,
1325,21519,1374.1,248,101,5.4964,5,,,,,,,,,,
1326,22976,1374.01,144,78,9.099404,5,,,,,,,,,,
1327,22063,1370.4,121,57,10.303759,5,,,,,,,,,,
1328,85227,1368.75,223,116,5.775316,5,,,,,,,,,,
1329,22915,1368.62,186,111,7.203263,5,,,,,,,,,,
1330,22304,1368.18,61,39,22.067419,2,,,,,,,,,,
1331,22716,1365.95,288,168,4.726471,5,,,,,,,,,,
1332,23470,1365.1,85,71,14.838043,5,,,,,,,,,,
1333,15058C,1363.88,73,27,18.683288,5,,,,,,,,,,
1334,84818,1360.15,101,80,12.593981,5,,,,,,,,,,
1335,23249,1358.19,82,58,15.260562,5,,,,,,,,,,
1336,22591,1353.36,88,56,14.552258,5,,,,,,,,,,
1337,21123,1353.34,155,67,8.458375,5,,,,,,,,,,
1338,23000,1352.74,279,127,4.746456,5,,,,,,,,,,
1339,22754,1352.17,266,121,5.008037,5,,,,,,,,,,
1340,23061,1351.43,118,77,11.168843,5,,,,,,,,,,
1341,21615,1349.17,136,87,9.636929,5,,,,,,,,,,
1342,22421,1346.68,214,81,6.205899,5,,,,,,,,,,
1343,84968e,1344.58,53,16,25.369434,2,,,,,,,,,,
1344,22911,1343.34,95,69,13.569091,5,,,,,,,,,,
1345,22293,1341.67,122,64,10.400543,5,,,,,,,,,,
1346,23469,1338.64,73,62,18.08973,5,,,,,,,,,,
1347,21987,1338.2,172,107,7.517978,5,,,,,,,,,,
1348,22917,1336.97,241,133,5.369357,5,,,,,,,,,,
1349,51014C,1335.58,176,72,7.298251,5,,,,,,,,,,
1350,21439,1334.67,131,52,10.111136,5,,,,,,,,,,
1351,72802B,1331.24,86,56,14.629011,5,,,,,,,,,,
1352,22650,1329.4,145,79,8.982432,5,,,,,,,,,,
1353,23538,1328.82,32,26,40.267273,2,,,,,,,,,,
1354,23414,1328.15,65,59,20.433077,2,,,,,,,,,,
1355,22742,1327.31,102,79,12.641048,5,,,,,,,,,,
1356,21246,1325.28,99,34,13.2528,5,,,,,,,,,,
1357,85183B,1323.37,118,85,11.120756,5,,,,,,,,,,
1358,21039,1323.09,91,58,14.381413,5,,,,,,,,,,
1359,21818,1322.5,164,118,7.30663,5,,,,,,,,,,
1360,22299,1321.97,81,40,15.927349,5,,,,,,,,,,
1361,22443,1318.29,92,61,14.024362,5,,,,,,,,,,
1362,22399,1317.08,99,72,13.040396,5,,,,,,,,,,
1363,23221,1315.73,146,86,8.543701,5,,,,,,,,,,
1364,22920,1314.89,243,134,5.25956,5,,,,,,,,,,
1365,21363,1314.81,127,69,9.597153,5,,,,,,,,,,
1366,23373,1313.39,100,87,13.1339,5,,,,,,,,,,
1367,90057,1311.36,23,22,57.015652,2,,,,,,,,,,
1368,21179,1310.75,269,123,4.731949,5,,,,,,,,,,
1369,22830,1308.69,8,6,163.58625,1,,,,,,,,,,
1370,21195,1308.56,82,22,15.765783,5,,,,,,,,,,
1371,22916,1308.36,238,131,5.318537,5,,,,,,,,,,
1372,22912,1307.43,101,75,12.693495,5,,,,,,,,,,
1373,22028,1304.14,265,125,4.884419,5,,,,,,,,,,
1374,23405,1302.83,71,55,17.605811,5,,,,,,,,,,
1375,22073,1298.64,71,39,17.087368,5,,,,,,,,,,
1376,21793,1296.61,75,58,17.060658,5,,,,,,,,,,
1377,22310,1296.23,109,30,11.677748,5,,,,,,,,,,
1378,21064,1296.15,101,41,12.113551,5,,,,,,,,,,
1379,21866,1296.13,193,80,6.57934,5,,,,,,,,,,
1380,85199S,1295.17,262,102,4.709709,5,,,,,,,,,,
1381,21422,1291.6,65,34,19.569697,5,,,,,,,,,,
1382,37447,1289.39,116,52,10.656116,5,,,,,,,,,,
1383,21616,1288.34,138,85,9.072817,5,,,,,,,,,,
1384,21624,1286.88,96,74,12.8688,5,,,,,,,,,,
1385,21408,1286.71,118,51,10.633967,5,,,,,,,,,,
1386,22372,1285.24,151,82,8.455526,5,,,,,,,,,,
1387,22999,1279.05,223,109,5.513147,5,,,,,,,,,,
1388,22686,1278.38,166,41,7.65497,5,,,,,,,,,,
1389,47480,1277.47,86,30,14.516705,5,,,,,,,,,,
1390,21901,1274.64,310,144,3.98325,5,,,,,,,,,,
1391,21211,1271.52,103,59,12.109714,5,,,,,,,,,,
1392,22918,1270.8,239,131,5.144939,5,,,,,,,,,,
1393,21897,1268.19,5,2,253.638,1,,,,,,,,,,
1394,21820,1267.22,92,50,12.800202,5,,,,,,,,,,
1395,85114A,1266.91,71,21,17.843803,5,,,,,,,,,,
1396,22509,1265.53,87,72,14.061444,5,,,,,,,,,,
1397,21902,1264.97,211,115,5.802615,5,,,,,,,,,,
1398,21090,1264.19,219,99,5.643705,5,,,,,,,,,,
1399,22572,1255.72,180,115,6.71508,5,,,,,,,,,,
1400,22439,1252.92,198,117,6.052754,5,,,,,,,,,,
1401,22977,1252.61,136,99,9.076884,5,,,,,,,,,,
1402,85059,1250.61,129,63,9.546641,5,,,,,,,,,,
1403,23067,1249.11,78,64,14.695412,5,,,,,,,,,,
1404,22166,1247.69,88,14,14.018989,5,,,,,,,,,,
1405,23511,1245.77,99,84,12.213431,5,,,,,,,,,,
1406,47503A,1239.12,167,124,7.080686,5,,,,,,,,,,
1407,22362,1232.09,138,63,8.556181,5,,,,,,,,,,
1408,22922,1231.71,104,74,11.404722,5,,,,,,,,,,
1409,22129,1231.52,100,34,12.193267,5,,,,,,,,,,
1410,85132B,1230.78,85,45,14.479765,5,,,,,,,,,,
1411,22603,1226.03,172,113,6.84933,5,,,,,,,,,,
1412,22338,1222.4,181,95,6.467725,5,,,,,,,,,,
1413,22074,1221.52,200,62,6.047129,5,,,,,,,,,,
1414,22315,1221.43,172,91,6.9796,5,,,,,,,,,,
1415,23138,1221.36,83,61,13.879091,5,,,,,,,,,,
1416,22597,1218.88,187,96,6.31544,5,,,,,,,,,,
1417,23598,1218.48,47,41,25.385,2,,,,,,,,,,
1418,82599,1217.73,144,68,8.340616,5,,,,,,,,,,
1419,71038,1217.7,50,35,22.975472,2,,,,,,,,,,
1420,22919,1216.66,241,133,4.905887,5,,,,,,,,,,
1421,22613,1214.11,146,83,8.203446,5,,,,,,,,,,
1422,72800E,1213.29,136,63,8.544296,5,,,,,,,,,,
1423,23539,1213.13,41,33,28.884048,2,,,,,,,,,,
1424,22589,1212.82,79,47,14.973086,5,,,,,,,,,,
1425,82578,1212.35,306,143,3.910806,5,,,,,,,,,,
1426,22575,1210.37,92,63,12.740737,5,,,,,,,,,,
1427,22071,1207.55,87,66,12.846277,5,,,,,,,,,,
1428,21262,1206.19,79,44,14.53241,5,,,,,,,,,,
1429,72817,1202.27,166,75,7.156369,5,,,,,,,,,,
1430,22416,1202.12,77,56,15.611948,5,,,,,,,,,,
1431,21986,1197.73,189,119,6.270838,5,,,,,,,,,,
1432,22711,1192.34,104,90,11.248491,5,,,,,,,,,,
1433,22755,1190.51,251,111,4.65043,5,,,,,,,,,,
1434,22526,1188.81,82,58,13.986,5,,,,,,,,,,
1435,22453,1188.74,80,39,14.322169,5,,,,,,,,,,
1436,21070,1186.23,107,52,10.882844,5,,,,,,,,,,
1437,21537,1183.46,63,53,16.906571,5,,,,,,,,,,
1438,84012,1181.99,116,79,10.102479,5,,,,,,,,,,
1439,35924,1181.79,73,26,14.959367,5,,,,,,,,,,
1440,23104,1178.82,46,39,25.626522,2,,,,,,,,,,
1441,22081,1176.5,139,75,8.343972,5,,,,,,,,,,
1442,22921,1176.32,210,117,5.445926,5,,,,,,,,,,
1443,85039B,1174.63,172,39,6.789769,5,,,,,,,,,,
1444,23026,1171.92,63,44,17.491343,5,,,,,,,,,,
1445,84813,1171.45,39,21,30.037179,2,,,,,,,,,,
1446,21742,1168.33,91,76,12.429043,5,,,,,,,,,,
1447,23418,1168.08,79,56,14.601,5,,,,,,,,,,
1448,22757,1167.74,164,82,7.077212,5,,,,,,,,,,
1449,21065,1167.08,90,32,12.415745,5,,,,,,,,,,
1450,20984,1166.94,174,136,6.376721,5,,,,,,,,,,
1451,23515,1164.98,71,59,16.180278,5,,,,,,,,,,
1452,23508,1164.29,121,96,8.75406,5,,,,,,,,,,
1453,23269,1163.13,95,64,11.868673,5,,,,,,,,,,
1454,22334,1160.71,101,78,11.37951,5,,,,,,,,,,
1455,84313C,1158.92,46,18,25.193913,2,,,,,,,,,,
1456,23431,1158.9,73,64,14.48625,5,,,,,,,,,,
1457,23507,1156.51,119,92,8.965194,5,,,,,,,,,,
1458,23566,1154.43,84,45,13.581529,5,,,,,,,,,,
1459,21773,1154.17,163,51,7.037622,5,,,,,,,,,,
1460,23523,1151.31,42,36,27.412143,2,,,,,,,,,,
1461,21774,1151.15,187,40,6.123138,5,,,,,,,,,,
1462,23402,1151.03,68,48,16.681594,5,,,,,,,,,,
1463,22708,1149.5,101,80,11.381188,5,,,,,,,,,,
1464,21846,1147.57,104,13,11.034327,5,,,,,,,,,,
1465,85106,1147.41,23,10,47.80875,2,,,,,,,,,,
1466,22497,1145.15,101,51,11.226961,5,,,,,,,,,,
1467,23057,1144.97,47,39,20.817636,2,,,,,,,,,,
1468,85039A,1144.08,192,27,5.89732,5,,,,,,,,,,
1469,21043,1143.76,92,53,12.298495,5,,,,,,,,,,
1470,23142,1143.45,41,35,27.225,2,,,,,,,,,,
1471,21693,1143.31,51,41,21.571887,2,,,,,,,,,,
1472,20956,1142.77,105,52,10.581204,5,,,,,,,,,,
1473,21947,1142.15,152,63,7.183333,5,,,,,,,,,,
1474,22376,1141.7,123,67,9.061111,5,,,,,,,,,,
1475,23506,1139.2,146,115,7.302564,5,,,,,,,,,,
1476,22678,1139.06,168,60,6.700353,5,,,,,,,,,,
1477,21395,1137.5,92,64,11.973684,5,,,,,,,,,,
1478,22581,1137.28,178,85,6.147459,5,,,,,,,,,,
1479,84912B,1136.6,162,33,6.888485,5,,,,,,,,,,
1480,22446,1135.18,133,26,8.346912,5,,,,,,,,,,
1481,20801,1133.8,83,48,13.338824,5,,,,,,,,,,
1482,22539,1130.58,136,75,8.018298,5,,,,,,,,,,
1483,22442,1130.31,79,70,13.297765,5,,,,,,,,,,
1484,47585A,1129.26,83,24,13.605542,5,,,,,,,,,,
1485,85087,1127.04,127,8,8.874331,5,,,,,,,,,,
1486,22815,1123.88,268,80,4.177993,5,,,,,,,,,,
1487,22680,1122.79,160,62,6.84628,5,,,,,,,,,,
1488,22608,1120.15,145,64,7.67226,5,,,,,,,,,,
1489,21809,1119.56,120,73,8.885397,5,,,,,,,,,,
1490,23510,1119.22,120,91,8.882698,5,,,,,,,,,,
1491,21466,1116.89,112,72,9.972232,5,,,,,,,,,,
1492,22817,1114.81,290,80,3.844172,5,,,,,,,,,,
1493,22155,1114.29,144,68,7.282941,5,,,,,,,,,,
1494,22758,1112.75,178,86,6.14779,5,,,,,,,,,,
1495,23375,1108.07,104,86,10.553048,5,,,,,,,,,,
1496,23225,1107.28,89,47,11.906237,5,,,,,,,,,,
1497,21830,1107.07,107,64,9.884554,5,,,,,,,,,,
1498,23411,1106.46,57,43,19.076897,5,,,,,,,,,,
1499,22984,1106.17,163,92,6.704061,5,,,,,,,,,,
1500,22153,1104.85,132,63,7.835816,5,,,,,,,,,,
1501,22819,1104.81,270,95,4.091889,5,,,,,,,,,,
1502,23513,1101.78,71,60,15.518028,5,,,,,,,,,,
1503,21688,1101.28,58,37,18.987586,5,,,,,,,,,,
1504,22461,1100.84,55,38,16.430448,5,,,,,,,,,,
1505,21984,1099.55,213,125,5.020776,5,,,,,,,,,,
1506,22094,1098.23,201,120,5.131916,5,,,,,,,,,,
1507,22168,1094.8,81,72,12.301124,5,,,,,,,,,,
1508,22309,1093.6,121,49,8.891057,5,,,,,,,,,,
1509,47580,1091.22,111,56,9.572105,5,,,,,,,,,,
1510,22320,1087.16,74,57,14.118961,5,,,,,,,,,,
1511,23432,1086.82,74,66,14.300263,5,,,,,,,,,,
1512,23102,1086.65,157,129,6.707716,5,,,,,,,,,,
1513,22997,1083.17,223,102,4.609234,5,,,,,,,,,,
1514,85127,1081.07,54,18,19.655818,5,,,,,,,,,,
1515,84459B,1079.67,94,55,11.364947,5,,,,,,,,,,
1516,23041,1078.88,55,47,19.616,5,,,,,,,,,,
1517,21469,1077.82,90,58,11.844176,5,,,,,,,,,,
1518,22611,1076.67,46,37,22.907872,2,,,,,,,,,,
1519,22325,1073.35,94,53,10.7335,5,,,,,,,,,,
1520,23087,1071.91,70,44,15.313,5,,,,,,,,,,
1521,22342,1071.38,129,50,8.241385,5,,,,,,,,,,
1522,22123,1069.17,122,60,8.622339,5,,,,,,,,,,
1523,21824,1068.01,119,64,8.683008,5,,,,,,,,,,
1524,22444,1067.87,63,32,16.179848,5,,,,,,,,,,
1525,21819,1067.82,125,96,7.851618,5,,,,,,,,,,
1526,23033,1067.6,74,43,14.234667,5,,,,,,,,,,
1527,85035B,1066.82,72,39,14.613973,5,,,,,,,,,,
1528,22245,1066.6,101,45,10.255769,5,,,,,,,,,,
1529,21991,1065.82,212,81,5.00385,5,,,,,,,,,,
1530,22286,1065.39,116,65,8.952857,5,,,,,,,,,,
1531,21224,1065,166,59,6.301775,5,,,,,,,,,,
1532,23433,1063.97,90,77,11.564891,5,,,,,,,,,,
1533,23516,1062.35,42,40,23.607778,2,,,,,,,,,,
1534,23331,1062.28,109,68,9.318246,5,,,,,,,,,,
1535,22438,1058.69,98,67,10.179712,5,,,,,,,,,,
1536,21391,1058.14,109,70,9.201217,5,,,,,,,,,,
1537,22190,1057.71,116,39,9.040256,5,,,,,,,,,,
1538,21949,1054.44,144,47,7.272,5,,,,,,,,,,
1539,22211,1054.44,197,102,5.194286,5,,,,,,,,,,
1540,16016,1053.45,65,41,16.206923,5,,,,,,,,,,
1541,23113,1052.64,59,40,16.4475,5,,,,,,,,,,
1542,M,1051.88,296,277,1.838951,3,,,,,,,,,,
1543,22152,1051.82,107,71,9.308142,5,,,,,,,,,,
1544,22066,1049.1,136,101,7.185616,5,,,,,,,,,,
1545,22363,1048.25,85,47,11.519231,5,,,,,,,,,,
1546,85159B,1047.96,60,45,14.555,5,,,,,,,,,,
1547,35648,1047.57,131,41,7.702721,5,,,,,,,,,,
1548,23327,1046.42,42,34,23.782273,2,,,,,,,,,,
1549,23056,1045.45,41,34,20.49902,2,,,,,,,,,,
1550,85116,1043.88,90,31,11.346522,5,,,,,,,,,,
1551,23419,1043.72,87,57,11.860455,5,,,,,,,,,,
1552,21508,1041.94,214,109,4.846233,5,,,,,,,,,,
1553,22995,1041.42,267,91,3.814725,5,,,,,,,,,,
1554,79302M,1037.54,63,27,16.211563,5,,,,,,,,,,
1555,16237,1035.96,291,110,3.476376,5,,,,,,,,,,
1556,23347,1034.8,98,52,10.245545,5,,,,,,,,,,
1557,22785,1033.75,74,49,13.969595,5,,,,,,,,,,
1558,23088,1033.28,79,53,13.079494,5,,,,,,,,,,
1559,22060,1031.75,37,33,22.927778,2,,,,,,,,,,
1560,20967,1031.69,85,64,11.996395,5,,,,,,,,,,
1561,21803,1031.56,200,47,5.106733,5,,,,,,,,,,
1562,18097C,1029.41,70,44,13.725467,5,,,,,,,,,,
1563,22024,1028.77,215,91,4.740876,5,,,,,,,,,,
1564,21679,1028.58,138,68,7.453478,5,,,,,,,,,,
1565,84944,1026.21,90,63,11.034516,5,,,,,,,,,,
1566,23545,1025.6,84,77,12.065882,5,,,,,,,,,,
1567,84558A,1025.57,86,50,11.395222,5,,,,,,,,,,
1568,22091,1024.47,168,98,5.921792,5,,,,,,,,,,
1569,22163,1023.03,124,42,8.055354,5,,,,,,,,,,
1570,20966,1022.8,101,29,10.126733,5,,,,,,,,,,
1571,21188,1021.9,50,28,20.037255,5,,,,,,,,,,
1572,22402,1020.58,152,108,6.459367,5,,,,,,,,,,
1573,23452,1019.81,88,70,11.58875,5,,,,,,,,,,
1574,85114B,1019.7,92,37,10.964516,5,,,,,,,,,,
1575,21361,1018.98,72,44,13.95863,5,,,,,,,,,,
1576,22459,1018.19,28,13,36.363929,2,,,,,,,,,,
1577,15044C,1017.89,89,44,11.185604,5,,,,,,,,,,
1578,21464,1017,106,58,9.330275,5,,,,,,,,,,
1579,20931,1015.85,69,36,14.307746,5,,,,,,,,,,
1580,85180A,1014.76,64,33,15.611692,5,,,,,,,,,,
1581,22221,1014.43,52,39,19.140189,5,,,,,,,,,,
1582,21788,1014.14,86,62,11.144396,5,,,,,,,,,,
1583,51014L,1013.46,150,73,6.623922,5,,,,,,,,,,
1584,21617,1013.01,102,63,9.556698,5,,,,,,,,,,
1585,22679,1011.78,160,55,6.284348,5,,,,,,,,,,
1586,22614,1010.47,220,134,4.431886,5,,,,,,,,,,
1587,21354,1010.21,95,56,10.414536,5,,,,,,,,,,
1588,23107,1009.51,73,61,13.828904,5,,,,,,,,,,
1589,21288,1009.06,112,34,8.851404,5,,,,,,,,,,
1590,22860,1007.87,108,84,8.919204,5,,,,,,,,,,
1591,23544,1007.53,21,17,47.977619,2,,,,,,,,,,
1592,22923,1005.94,83,66,11.302697,5,,,,,,,,,,
1593,22279,1005.9,129,45,7.506716,5,,,,,,,,,,
1594,23153,1005.69,91,68,11.051538,5,,,,,,,,,,
1595,22673,1004.83,132,86,7.443185,5,,,,,,,,,,
1596,23121,1002.54,111,82,8.3545,5,,,,,,,,,,
1597,22695,1001.49,123,83,8.01192,5,,,,,,,,,,
1598,23281,1000.82,101,57,9.623269,5,,,,,,,,,,
1599,21355,998.83,122,96,7.742868,5,,,,,,,,,,
1600,21467,996.89,105,59,9.404623,5,,,,,,,,,,
1601,22069,996.8,146,27,6.735135,5,,,,,,,,,,
1602,23517,996.38,63,51,15.815556,5,,,,,,,,,,
1603,10125,994.84,91,50,10.583404,5,,,,,,,,,,
1604,21821,992.05,63,36,15.500781,5,,,,,,,,,,
1605,21648,991.54,68,28,14.164857,5,,,,,,,,,,
1606,23533,986.29,36,28,27.396944,2,,,,,,,,,,
1607,22808,985.77,76,52,12.970658,5,,,,,,,,,,
1608,85232D,982.08,73,46,13.271351,5,,,,,,,,,,
1609,35471D,982.07,224,116,4.161314,5,,,,,,,,,,
1610,21948,979.48,153,38,6.278718,5,,,,,,,,,,
1611,23512,977.32,57,47,16.850345,5,,,,,,,,,,
1612,20886,976.48,106,57,9.041481,5,,,,,,,,,,
1613,72816,976.27,72,27,13.373562,5,,,,,,,,,,
1614,22857,975.13,62,57,15.002,5,,,,,,,,,,
1615,22098,973.08,173,99,5.231613,5,,,,,,,,,,
1616,84459A,970.27,92,51,9.900714,5,,,,,,,,,,
1617,22500,970.07,96,79,9.604653,5,,,,,,,,,,
1618,23380,969.46,122,87,7.75568,5,,,,,,,,,,
1619,23518,965.96,45,41,20.99913,2,,,,,,,,,,
1620,21389,965.93,129,82,7.050584,5,,,,,,,,,,
1621,84509G,965.41,68,43,14.197206,5,,,,,,,,,,
1622,23514,964.91,75,58,12.865467,5,,,,,,,,,,
1623,20802,964.4,64,41,14.836923,5,,,,,,,,,,
1624,22540,960.44,92,52,10.327312,5,,,,,,,,,,
1625,22210,959.7,187,118,4.921538,5,,,,,,,,,,
1626,47504H,959.38,119,70,8.062017,5,,,,,,,,,,
1627,20846,958.57,88,51,10.650778,5,,,,,,,,,,
1628,22209,958.41,174,101,5.354246,5,,,,,,,,,,
1629,22681,958.34,132,46,6.995182,5,,,,,,,,,,
1630,21058,958.01,123,69,7.484453,5,,,,,,,,,,
1631,23460,957.33,44,41,20.368723,2,,,,,,,,,,
1632,84596G,957.3,248,85,3.79881,5,,,,,,,,,,
1633,85064,956.65,34,22,27.332857,2,,,,,,,,,,
1634,35651,953.76,59,30,15.896,5,,,,,,,,,,
1635,84913A,952.83,125,11,7.62264,5,,,,,,,,,,
1636,84843,952.13,49,37,19.0426,5,,,,,,,,,,
1637,47593B,951.11,246,69,3.835121,5,,,,,,,,,,
1638,22262,949.61,138,63,6.504178,5,,,,,,,,,,
1639,21198,948.71,72,48,12.820405,5,,,,,,,,,,
1640,21683,948.7,59,40,16.079661,5,,,,,,,,,,
1641,22599,947.36,124,59,7.57888,5,,,,,,,,,,
1642,21717,946.93,43,35,22.021628,2,,,,,,,,,,
1643,22994,945.6,219,90,4.165639,5,,,,,,,,,,
1644,15044B,943.88,62,38,15.223871,5,,,,,,,,,,
1645,70007,943.16,108,47,8.346549,5,,,,,,,,,,
1646,22246,939.37,91,32,10.322747,5,,,,,,,,,,
1647,22242,938.28,38,24,23.457,2,,,,,,,,,,
1648,35646,937.25,94,33,9.763021,5,,,,,,,,,,
1649,23183,937.17,85,46,10.649659,5,,,,,,,,,,
1650,84819,934.79,63,57,14.606094,5,,,,,,,,,,
1651,22231,934.71,145,94,5.915886,5,,,,,,,,,,
1652,20686,932.42,78,52,11.802785,5,,,,,,,,,,
1653,20752,930.95,151,93,6.04513,5,,,,,,,,,,
1654,23540,930.5,14,10,66.464286,2,,,,,,,,,,
1655,23179,930.48,53,37,17.556226,5,,,,,,,,,,
1656,23178,929.47,69,51,12.732466,5,,,,,,,,,,
1657,22132,928.83,155,61,5.992452,5,,,,,,,,,,
1658,22313,927.33,66,42,13.637206,5,,,,,,,,,,
1659,22924,924.5,89,64,9.630208,5,,,,,,,,,,
1660,85185B,923.99,76,52,10.870471,5,,,,,,,,,,
1661,22307,923.74,75,54,11.54675,5,,,,,,,,,,
1662,22893,922.2,144,46,6.189262,5,,,,,,,,,,
1663,18098C,921.87,65,25,13.759254,5,,,,,,,,,,
1664,17091J,920.67,95,67,9.299697,5,,,,,,,,,,
1665,22270,920.06,54,36,15.594237,5,,,,,,,,,,
1666,21802,919.98,181,46,4.999891,5,,,,,,,,,,
1667,85034A,919.27,80,59,10.101868,5,,,,,,,,,,
1668,21682,916.11,58,43,15.795,5,,,,,,,,,,
1669,21462,915.9,73,58,12.546575,5,,,,,,,,,,
1670,22046,914.72,76,62,11.879481,5,,,,,,,,,,
1671,46776F,912.03,90,7,10.133667,5,,,,,,,,,,
1672,21786,909.01,229,57,3.835485,5,,,,,,,,,,
1673,21894,908.33,131,58,6.72837,5,,,,,,,,,,
1674,22519,906.75,91,54,9.964286,5,,,,,,,,,,
1675,84519A,905.55,88,46,10.290341,5,,,,,,,,,,
1676,23338,902.92,110,63,8.208364,5,,,,,,,,,,
1677,72799E,902.24,77,45,11.420759,5,,,,,,,,,,
1678,22770,899.1,63,45,13.622727,5,,,,,,,,,,
1679,23532,898.38,31,24,28.98,2,,,,,,,,,,
1680,21465,897.8,79,56,11.364557,5,,,,,,,,,,
1681,22277,897.74,100,55,8.9774,5,,,,,,,,,,
1682,23502,896.41,94,81,9.435895,5,,,,,,,,,,
1683,22814,893.51,235,76,3.786059,5,,,,,,,,,,
1684,84823,890.4,27,26,32.977778,2,,,,,,,,,,
1685,85131A,890.21,120,22,7.296803,5,,,,,,,,,,
1686,21189,888.67,72,28,12.173562,5,,,,,,,,,,
1687,22719,884.55,116,26,7.37125,5,,,,,,,,,,
1688,37501,884.05,52,29,17.000962,5,,,,,,,,,,
1689,22524,883.2,87,56,10.036364,5,,,,,,,,,,
1690,22682,883,120,53,7.237705,5,,,,,,,,,,
1691,22317,882.62,89,36,9.806889,5,,,,,,,,,,
1692,22321,880.48,133,46,6.570746,5,,,,,,,,,,
1693,22701,879.89,116,40,7.271818,5,,,,,,,,,,
1694,85176,879.62,173,51,5.084509,5,,,,,,,,,,
1695,22281,878.32,63,36,13.72375,5,,,,,,,,,,
1696,21209,877.91,90,50,9.339468,5,,,,,,,,,,
1697,22308,877.38,105,28,8.356,5,,,,,,,,,,
1698,22118,877.06,89,68,9.638022,5,,,,,,,,,,
1699,21695,875.38,41,36,20.842381,2,,,,,,,,,,
1700,22565,873.52,148,86,5.823467,5,,,,,,,,,,
1701,85036C,872.61,87,67,8.995979,5,,,,,,,,,,
1702,84536B,872.03,180,75,4.791374,5,,,,,,,,,,
1703,22251,871.99,138,68,6.097832,5,,,,,,,,,,
1704,23002,871.53,193,86,4.251366,5,,,,,,,,,,
1705,85049H,870.35,184,59,4.629521,5,,,,,,,,,,
1706,21204,868.44,85,45,10.216941,5,,,,,,,,,,
1707,21199,868.17,79,46,10.852125,5,,,,,,,,,,
1708,23413,868.11,59,35,14.231311,5,,,,,,,,,,
1709,23479,865.32,44,36,19.229333,5,,,,,,,,,,
1710,21743,864.05,51,30,16.30283,5,,,,,,,,,,
1711,21708,863.11,65,29,13.077424,5,,,,,,,,,,
1712,23220,860.02,104,56,8.113396,5,,,,,,,,,,
1713,22343,858.6,95,49,8.94375,5,,,,,,,,,,
1714,23423,858.15,67,48,12.436957,5,,,,,,,,,,
1715,22683,856.49,128,55,6.588385,5,,,,,,,,,,
1716,23099,855.65,59,47,13.581746,5,,,,,,,,,,
1717,21823,854.74,100,62,7.914259,5,,,,,,,,,,
1718,21880,850.98,241,85,3.516446,5,,,,,,,,,,
1719,85183A,849.54,87,62,9.439333,5,,,,,,,,,,
1720,84006,848.7,106,47,7.931776,5,,,,,,,,,,
1721,85135C,848.43,70,42,11.949718,5,,,,,,,,,,
1722,22862,843.95,67,43,12.056429,5,,,,,,,,,,
1723,84509B,843.34,83,38,10.039762,5,,,,,,,,,,
1724,22068,841.93,144,58,5.650537,5,,,,,,,,,,
1725,23564,841.31,76,40,11.069868,5,,,,,,,,,,
1726,23551,841.01,136,89,5.96461,5,,,,,,,,,,
1727,20839,840.44,106,45,7.928679,5,,,,,,,,,,
1728,22802,840.36,49,31,16.8072,5,,,,,,,,,,
1729,21694,840.33,24,19,35.01375,2,,,,,,,,,,
1730,22706,837.44,72,65,11.631111,5,,,,,,,,,,
1731,22254,836.8,61,34,13.718033,5,,,,,,,,,,
1732,21631,833.59,27,16,30.873704,2,,,,,,,,,,
1733,20986,833.49,113,41,7.063475,5,,,,,,,,,,
1734,22587,833.07,162,104,5.018494,5,,,,,,,,,,
1735,37327,832.77,87,37,9.253,5,,,,,,,,,,
1736,21125,832.23,104,61,7.635138,5,,,,,,,,,,
1737,21399,831,73,51,10.792208,5,,,,,,,,,,
1738,21804,830.03,70,38,11.690563,5,,,,,,,,,,
1739,23004,829.66,222,74,3.591602,5,,,,,,,,,,
1740,84660c,828.24,63,21,13.146667,5,,,,,,,,,,
1741,22341,827.63,78,38,10.610641,5,,,,,,,,,,
1742,21294,825.49,74,47,10.861711,5,,,,,,,,,,
1743,84509C,824.91,78,21,10.441899,5,,,,,,,,,,
1744,22537,824.68,172,116,4.712457,5,,,,,,,,,,
1745,21905,823.71,160,85,5.116211,5,,,,,,,,,,
1746,22249,823.06,146,74,5.24242,5,,,,,,,,,,
1747,84849D,821.82,117,67,6.90605,5,,,,,,,,,,
1748,22276,821.01,87,54,9.329659,5,,,,,,,,,,
1749,21291,819.64,52,33,15.762308,5,,,,,,,,,,
1750,23186,810.22,71,57,11.098904,5,,,,,,,,,,
1751,22093,809.08,161,116,4.815952,5,,,,,,,,,,
1752,22162,808.79,95,22,8.252959,5,,,,,,,,,,
1753,84660A,808.75,48,31,16.505102,5,,,,,,,,,,
1754,22454,804.22,43,32,17.871556,5,,,,,,,,,,
1755,22546,799.98,87,51,9.090682,5,,,,,,,,,,
1756,85194L,799.94,74,53,10.388831,5,,,,,,,,,,
1757,22503,799.2,35,16,21.6,2,,,,,,,,,,
