StockCode,TOTAL_REVENUE,BASKETS,DISTINCT_CUSTOMERS,AVERAGE_PRICE,ITEM_POPULARITY
46776B,683.80,89,7,7.683146,12.7143
21289,683.75,50,21,13.406863,2.3810
21163,683.37,129,88,4.951957,1.4659
85071B,683.01,126,89,5.135414,1.4157
85019B,682.97,37,22,18.458649,1.6818
21208,681.78,85,51,7.660449,1.6667
35001G,681.59,30,24,20.654242,1.2500
21066,679.72,55,34,12.137857,1.6176
22136,679.48,86,38,7.634607,2.2632
23187,678.57,76,67,8.482125,1.1343
79191C,678.23,66,58,8.695256,1.1379
22806,677.04,38,29,17.816842,1.3103
22062,677.03,78,45,7.781954,1.7333
21359,674.72,32,23,19.844706,1.3913
22403,674.67,126,73,5.270859,1.7260
22856,673.98,29,22,22.466000,1.3182
84659A,673.72,91,20,7.403516,4.5500
22267,673.17,83,68,7.919647,1.2206
46776A,672.60,71,7,9.473239,10.1429
84923,671.62,98,1,6.853265,98.0000
85103,671.14,30,7,22.371333,4.2857
21317,671.09,35,24,18.137568,1.4583
84796a,670.60,55,11,12.192727,5.0000
23597,667.27,32,29,19.625588,1.1034
22339,666.38,85,46,7.322857,1.8478
23120,665.17,101,70,5.784087,1.4429
47574A,664.45,116,38,5.630932,3.0526
20767,663.71,79,51,8.094024,1.5490
40001,663.07,58,24,10.524921,2.4167
23024,662.87,12,9,55.239167,1.3333
21613,661.93,43,38,15.393721,1.1316
23547,661.50,62,57,10.669355,1.0877
23482,661.02,39,33,16.949231,1.1818
84872a,659.34,57,4,11.567368,14.2500
23017,659.34,23,21,28.666957,1.0952
21261,658.17,45,25,14.626000,1.8000
22450,657.76,59,43,10.782951,1.3721
22756,656.52,123,69,5.337561,1.7826
22448,656.43,45,30,14.587333,1.5000
22615,656.05,103,62,6.308173,1.6613
85199L,654.98,97,53,6.683469,1.8302
21696,654.70,35,28,18.186111,1.2500
21187,651.75,49,31,12.779412,1.5806
37475,651.57,43,28,14.808409,1.5357
22535,650.85,135,89,4.716304,1.5169
22204,650.79,80,24,7.936463,3.3333
22525,648.97,77,43,8.428182,1.7907
20704,648.60,45,39,14.413333,1.1538
22953,647.11,98,62,6.536465,1.5806
22715,645.64,130,79,4.966462,1.6456
84789,644.47,50,34,12.636667,1.4706
85177,644.21,64,41,9.910923,1.5610
21640,644.03,78,39,7.576824,2.0000
17021,643.14,47,30,11.283158,1.5667
21808,641.58,49,22,12.831600,2.2273
35810A,640.92,76,47,8.216923,1.6170
21446,640.92,106,48,5.477949,2.2083
20658,638.36,107,45,5.803273,2.3778
23224,637.40,72,45,8.731507,1.6000
22533,636.41,91,69,6.917500,1.3188
22067,636.12,71,34,8.370000,2.0882
84086C,634.07,53,14,11.528545,3.7857
20902,633.82,57,7,11.119649,8.1429
84817,632.94,56,49,10.208710,1.1429
84596L,632.26,174,50,3.612914,3.4800
23042,631.81,29,26,21.786552,1.1154
23453,631.58,47,41,12.383922,1.1463
23216,630.73,44,33,14.016222,1.3333
21747,630.61,55,32,11.465636,1.7188
72232,630.23,65,45,9.548939,1.4444
21627,629.37,48,15,13.111875,3.2000
85163B,629.37,37,12,17.010000,3.0833
23019,629.05,28,26,22.466071,1.0769
23492,628.74,28,25,22.455000,1.1200
23027,627.95,30,27,20.931667,1.1111
21417,627.70,69,25,9.097101,2.7600
21054,627.54,31,25,20.243226,1.2400
22559,626.53,83,34,7.548554,2.4412
21205,626.19,69,45,8.349200,1.5333
23456,625.80,37,33,16.913514,1.1212
20735,625.80,114,12,5.489474,9.5000
21351,625.63,36,29,16.041795,1.2414
21865,625.23,107,53,5.632703,2.0189
22269,622.74,125,63,4.903465,1.9841
22035,622.36,142,66,4.352168,2.1515
21684,622.30,48,28,12.700000,1.7143
20840,622.12,76,36,8.079481,2.1111
22520,622.10,117,89,5.184167,1.3146
79163,621.39,40,26,14.795000,1.5385
22105,619.82,34,10,18.230000,3.4000
22396,619.43,129,88,4.588370,1.4659
23462,619.38,48,44,10.497966,1.0909
21628,619.38,34,15,17.696571,2.2667
20772,618.64,66,41,9.373333,1.6098
22288,618.20,58,38,9.812698,1.5263
21426,616.18,47,17,12.323600,2.7647
23471,615.94,27,27,21.997857,1.0000
23408,615.68,60,53,9.930323,1.1321
84637,614.13,83,12,7.399157,6.9167
21171,613.14,74,44,8.285676,1.6818
23428,613.13,34,26,18.033235,1.3077
22420,611.72,126,56,4.742016,2.2500
23180,611.34,50,30,12.226800,1.6667
20764,610.81,76,46,7.830897,1.6522
22021,610.45,72,61,8.249324,1.1803
22116,610.22,149,66,4.095436,2.2576
85170C,608.53,72,27,8.451806,2.6667
21709,607.23,59,31,10.292034,1.9032
72598,605.89,93,39,6.377789,2.3846
22515,604.75,88,54,6.872159,1.6296
23520,604.30,32,31,18.312121,1.0323
23425,604.01,57,36,10.237458,1.5833
22255,602.63,77,34,7.826364,2.2647
21159,602.18,125,74,4.779206,1.6892
21629,600.95,42,14,13.657955,3.0000
21448,600.87,78,47,7.069059,1.6596
21630,600.12,36,14,16.670000,2.5714
22359,599.87,86,48,6.816705,1.7917
20932,599.29,36,23,16.197027,1.5652
21014,598.82,120,65,4.829194,1.8462
84800L,598.80,25,21,23.952000,1.1905
22266,596.50,92,70,5.965000,1.3143
22057,596.40,62,47,9.175385,1.3191
22642,596.36,51,40,11.252075,1.2750
17012B,595.85,87,34,6.848851,2.5588
84707A,595.53,45,22,13.234000,2.0455
21292,594.51,28,26,21.232500,1.0769
21253,593.37,62,15,9.418571,4.1333
22247,593.14,113,55,5.026610,2.0545
85036B,592.40,53,41,10.578571,1.2927
23377,590.50,134,70,4.278986,1.9143
85017B,590.09,162,66,3.620184,2.4545
23472,589.41,33,30,17.335588,1.1000
21015,588.97,143,60,4.061862,2.3833
23499,587.49,110,87,5.108609,1.2644
85180B,587.20,48,20,12.233333,2.4000
85144,586.60,42,39,13.035556,1.0769
85141,586.07,42,33,12.209792,1.2727
84748,585.86,62,8,9.013231,7.7500
21576,585.34,78,41,7.504359,1.9024
22096,584.48,118,90,4.602205,1.3111
22319,583.96,62,54,9.124375,1.1481
20866,583.75,92,35,6.276882,2.6286
22703,583.33,123,31,4.742520,3.9677
84625A,582.18,43,25,13.231364,1.7200
20832,581.18,84,48,6.757907,1.7500
21096,581.09,105,64,5.534190,1.6406
85136A,580.36,54,36,10.363571,1.5000
23565,580.06,64,29,8.924000,2.2069
35971,579.68,89,40,6.233118,2.2250
20702,577.79,43,32,13.131591,1.3438
23125,574.88,38,16,15.128421,2.3750
22337,574.54,77,25,7.365897,3.0800
22233,574.14,106,72,5.080885,1.4722
22820,574.12,78,44,7.267342,1.7727
22260,574.04,105,38,5.315185,2.7632
84754,572.88,64,36,8.813538,1.7778
21468,572.23,66,44,8.670152,1.5000
23537,571.53,34,21,16.809706,1.6190
47310M,570.45,121,24,4.675820,5.0417
23455,569.43,35,33,15.817500,1.0606
20748,569.43,36,27,15.817500,1.3333
85130D,569.29,62,42,9.036349,1.4762
21251,568.98,46,33,12.369130,1.3939
23219,568.60,61,42,8.884375,1.4524
23381,567.95,80,60,6.842771,1.3333
23069,566.24,32,28,17.158788,1.1429
21488,566.17,18,3,31.453889,6.0000
22482,565.86,54,41,10.478889,1.3171
85019A,564.35,33,26,17.101515,1.2692
21581,563.67,80,34,7.045875,2.3529
21675,563.16,111,46,5.028214,2.4130
23272,562.22,44,35,12.777727,1.2571
22272,561.97,52,45,10.603208,1.1556
84569D,561.87,99,33,5.618700,3.0000
21219,561.84,89,36,6.242667,2.4722
84912A,560.62,76,26,7.376579,2.9231
85016,560.11,44,23,12.729773,1.9130
21264,559.95,49,38,10.979412,1.2895
22825,558.93,29,24,19.273448,1.2083
21849,558.83,66,17,8.098986,3.8824
23451,558.12,52,39,10.335556,1.3333
85025B,556.77,39,22,13.919250,1.7727
85187,556.53,69,54,7.838451,1.2778
22194,554.87,48,25,11.559792,1.9200
84951B,554.78,82,25,6.684096,3.2800
85032D,553.54,96,59,5.706598,1.6271
23457,553.23,31,28,17.288438,1.1071
35599D,553.07,34,18,16.266765,1.8889
23473,552.85,51,42,10.631731,1.2143
17129F,552.13,58,12,9.519483,4.8333
21638,551.96,41,26,13.141905,1.5769
21194,551.57,66,38,7.879571,1.7368
35599B,551.13,27,20,20.412222,1.3500
22102,551.04,32,14,17.220000,2.2857
17012D,550.64,97,36,5.562020,2.6944
22903,550.60,59,22,9.332203,2.6818
21397,550.43,66,44,8.339848,1.5000
22232,549.74,84,55,6.247045,1.5273
46775D,548.40,42,13,13.057143,3.2308
23549,548.10,52,47,10.540385,1.1064
47563A,547.76,106,33,5.119252,3.2121
21784,547.49,50,22,10.949800,2.2727
23484,547.35,35,26,15.204167,1.3462
85172,546.63,48,35,10.313774,1.3714
71279,546.57,40,22,12.146000,1.8182
85107,546.49,29,22,16.560303,1.3182
22261,546.41,108,62,4.670171,1.7419
22513,543.65,67,38,7.994853,1.7632
23074,543.11,49,33,10.862200,1.4848
22803,539.46,31,19,17.401935,1.6316
22826,539.46,42,33,11.988000,1.2727
22824,539.46,44,42,12.260455,1.0476
22023,538.72,147,72,3.615570,2.0417
23398,537.90,70,54,6.808861,1.2963
23016,537.90,25,20,21.516000,1.2500
21662,536.18,28,15,19.149286,1.8667
20893,535.97,29,17,17.865667,1.7059
22717,535.78,131,70,4.089924,1.8714
84951A,534.84,94,27,5.629895,3.4815
22521,533.16,107,82,4.718230,1.3049
35965,532.17,83,23,6.411687,3.6087
22543,531.64,55,33,9.327018,1.6667
85088,530.63,52,19,10.011887,2.7368
17012F,530.60,95,34,5.585263,2.7941
35241,530.13,45,28,11.780667,1.6071
75131,529.21,16,14,33.075625,1.1429
23043,528.69,23,19,22.986522,1.2105
22709,528.50,39,38,13.551282,1.0263
23060,528.17,42,35,12.003864,1.2000
22707,527.94,49,42,10.774286,1.1667
22275,527.85,1,1,527.850000,1.0000
82613D,527.09,112,44,4.664513,2.5455
22496,526.26,80,64,6.497037,1.2500
35809A,526.22,72,38,7.111081,1.8947
22861,522.93,50,37,10.458600,1.3514
23336,521.33,85,47,5.992299,1.8085
85131B,521.11,172,3,3.029709,57.3333
85025C,520.91,42,29,11.838864,1.4483
21059,518.03,95,68,5.452947,1.3971
20761,517.22,63,47,7.836667,1.3404
85104,516.90,19,14,27.205263,1.3571
85135B,516.60,51,29,9.934615,1.7586
21801,515.14,128,23,4.024531,5.5652
22216,512.93,68,18,7.543088,3.7778
21711,512.84,36,23,14.245556,1.5652
23139,512.75,28,21,17.091667,1.3333
23136,511.89,49,40,10.446735,1.2250
22280,510.84,95,27,5.266392,3.5185
23018,509.49,21,20,24.261429,1.0500
21654,509.36,60,41,8.085079,1.4634
72819,509.07,43,29,11.838837,1.4828
22248,508.94,110,44,4.464386,2.5000
84520B,508.37,81,52,6.199634,1.5577
23660,508.26,43,31,11.049130,1.3871
84665,505.75,19,15,24.083333,1.2667
21455,505.74,118,33,4.179669,3.5758
20998,505.20,70,28,7.217143,2.5000
23021,504.97,27,25,18.034643,1.0800
82613B,503.03,117,40,4.262966,2.9250
85231G,502.55,90,50,5.522527,1.8000
23560,502.07,26,21,18.595185,1.2381
21710,501.62,45,30,11.147111,1.5000
20766,501.07,57,42,8.351167,1.3571
20681,500.46,49,31,9.812941,1.5806
22127,499.68,24,21,19.987200,1.1429
22655,499.50,40,36,10.627660,1.1111
82616C,497.69,86,41,5.787093,2.0976
22516,496.99,63,36,7.530152,1.7500
21925,496.25,66,38,7.089286,1.7368
21972,496.18,66,38,7.405672,1.7368
84625C,494.76,37,21,12.067317,1.7619
21358,494.54,108,55,4.537064,1.9636
82616B,494.44,74,36,6.421299,2.0556
46776C,492.79,59,7,8.352373,8.4286
21926,492.40,61,35,7.941935,1.7429
35598D,492.36,43,25,11.450233,1.7200
21128,491.48,36,13,13.652222,2.7692
22511,491.45,55,45,8.935455,1.2222
23117,490.68,47,40,10.440000,1.1750
84313B,490.65,40,7,12.266250,5.7143
22050,488.00,43,38,11.348837,1.1316
21202,487.11,25,21,18.735000,1.1905
21867,486.50,121,57,3.630597,2.1228
21454,486.01,136,42,3.471500,3.2381
84598,485.56,101,6,4.807525,16.8333
17012C,484.35,86,38,5.567241,2.2632
85163A,483.70,32,16,15.115625,2.0000
23218,483.03,40,28,12.075750,1.4286
21634,481.95,29,23,16.618966,1.2609
23691,481.50,38,36,12.671053,1.0556
21587,480.75,28,26,15.023438,1.0769
21741,480.17,40,28,12.004250,1.4286
22638,479.33,53,38,9.043962,1.3947
22181,477.96,59,41,7.966000,1.4390
23422,477.89,47,30,10.167872,1.5667
22618,477.41,30,26,14.919063,1.1538
85049F,477.34,89,71,5.188478,1.2535
21067,477.27,82,31,5.485862,2.6452
84849B,477.14,77,43,6.196623,1.7907
21472,476.41,40,30,11.910250,1.3333
23561,476.00,16,14,29.750000,1.1429
85093,475.18,88,21,5.339101,4.1905
21632,474.24,26,6,18.240000,4.3333
90209C,474.20,36,9,13.172222,4.0000
85194S,470.78,73,51,6.277067,1.4314
21366,470.17,46,10,10.003617,4.6000
20716,469.63,75,32,6.179342,2.3438
84929,469.07,68,59,6.514861,1.1525
22230,467.39,102,52,4.327685,1.9615
20707,467.14,150,21,3.114267,7.1429
20615,466.99,97,29,4.814330,3.3448
20831,466.53,39,20,11.962308,1.9500
23379,465.36,76,50,6.043636,1.5200
84917,464.66,30,14,15.488667,2.1429
21374,463.79,46,38,10.082391,1.2105
84687,462.59,32,17,13.605588,1.8824
22517,462.33,69,49,6.333288,1.4082
84820,460.83,32,31,13.964545,1.0323
35598B,460.64,25,21,18.425600,1.1905
21003,460.58,46,7,10.012609,6.5714
22344,460.38,76,35,5.978961,2.1714
23458,459.54,31,30,13.515882,1.0333
21063,458.31,102,65,4.493235,1.5692
21062,458.23,74,56,6.109733,1.3214
84674,458.10,48,32,9.162000,1.5000
21220,457.51,89,35,5.083444,2.5429
17096,455.98,26,13,17.537692,2.0000
21851,454.99,63,13,7.222063,4.8462
22184,454.86,37,6,11.970000,6.1667
21415,454.42,46,26,9.467083,1.7692
23023,454.32,26,24,16.225714,1.0833
84920,453.73,50,23,8.896667,2.1739
84916,453.39,30,18,15.113000,1.6667
23509,452.72,65,52,6.657647,1.2500
21061,451.70,83,50,5.442169,1.6600
21641,451.59,50,20,9.031800,2.5000
23548,451.50,43,42,10.500000,1.0238
20838,451.25,58,31,7.780172,1.8710
35004G,450.75,22,18,20.488636,1.2222
20803,450.16,42,27,10.230909,1.5556
23466,449.94,28,21,16.069286,1.3333
20770,449.80,72,25,6.161644,2.8800
22640,449.39,57,34,7.748103,1.6765
22647,448.78,47,35,9.548511,1.3429
82613C,448.63,101,34,4.398333,2.9706
20669,447.34,97,37,4.385686,2.6216
21365,447.09,52,36,8.279444,1.4444
21270,446.64,36,13,12.406667,2.7692
22390,445.44,36,25,12.038919,1.4400
22643,445.17,48,30,8.903400,1.6000
21656,444.58,48,16,9.262083,3.0000
21580,444.07,62,22,7.162419,2.8182
22598,442.26,96,43,4.467273,2.2326
20768,441.12,55,32,7.877143,1.7188
85111,441.07,58,41,7.230656,1.4146
20619,439.65,99,17,4.440909,5.8235
21828,439.54,84,54,5.052184,1.5556
85130C,438.87,46,38,9.143125,1.2105
85169C,437.86,47,15,9.316170,3.1333
84596E,437.20,87,34,4.968182,2.5588
17107D,436.05,46,42,9.277660,1.0952
23044,435.74,25,25,15.562143,1.0000
22545,435.67,76,41,5.658052,1.8537
84976,435.09,39,28,10.877250,1.3929
35653,433.19,54,12,8.022037,4.5000
85168B,432.79,35,6,12.365429,5.8333
22389,431.55,46,37,9.381522,1.2432
23058,430.86,48,40,8.976250,1.2000
22229,430.76,102,55,4.141923,1.8545
90062,429.57,27,7,15.910000,3.8571
21002,428.66,66,6,6.494848,11.0000
77101A,428.19,24,17,17.127600,1.4118
85071C,428.00,105,63,4.037736,1.6667
20705,426.90,29,27,14.720690,1.0741
84658,426.13,22,15,17.755417,1.4667
21088,426.00,104,68,4.096154,1.5294
84360,424.22,20,10,21.211000,2.0000
84931B,424.08,50,22,8.155385,2.2727
20903,424.08,57,11,7.440000,5.1818
72799F,424.08,32,20,12.850909,1.6000
84559A,423.99,116,35,3.655086,3.3143
20765,423.55,59,46,6.943443,1.2826
90200E,423.41,44,16,9.622955,2.7500
90154,421.75,5,5,84.350000,1.0000
85136C,421.18,37,21,11.383243,1.7619
20762,420.08,56,43,7.501429,1.3023
22051,420.00,40,37,10.243902,1.0811
22134,419.42,162,30,2.557439,5.4000
85208,419.01,49,23,8.380200,2.1304
90114,417.96,88,12,4.749545,7.3333
22405,416.80,71,48,5.709589,1.4792
22214,416.60,56,19,7.439286,2.9474
21147,415.77,80,12,5.132963,6.6667
22108,415.09,63,17,6.588730,3.7059
23045,414.98,26,23,15.960769,1.1304
21817,414.63,60,49,6.188507,1.2245
21884,413.76,93,44,4.449032,2.1136
90161C,412.74,50,14,8.254800,3.5714
84806B,411.56,20,19,20.578000,1.0526
22447,410.81,45,17,9.129111,2.6471
84600,409.60,26,18,15.753846,1.4444
21476,409.59,24,15,17.066250,1.6000
85203,409.41,127,46,3.078271,2.7609
21318,408.37,51,39,7.164386,1.3077
20830,407.73,38,21,10.729737,1.8095
84821,407.15,41,35,9.468605,1.1714
22510,406.49,42,35,9.453256,1.2000
35964,405.25,100,35,3.934466,2.8571
23339,405.00,76,44,5.259740,1.7273
16219,404.84,101,42,4.008317,2.4048
23415,403.93,48,43,8.415208,1.1163
35637A,403.66,28,24,14.416429,1.1667
22406,402.21,85,50,4.731882,1.7000
23576,400.04,37,29,10.527368,1.2759
21285,398.28,44,28,9.051818,1.5714
21131,398.02,28,12,14.215000,2.3333
84974,398.00,28,26,13.724138,1.0769
18007,395.61,31,16,12.362813,1.9375
47421,395.10,55,17,6.173438,3.2353
22256,394.15,50,33,7.038393,1.5152
20867,393.47,63,24,6.245556,2.6250
21579,391.72,51,32,7.122182,1.5938
23337,388.75,69,50,5.634058,1.3800
90200B,388.58,48,19,8.095417,2.5263
35095A,388.57,100,30,3.885700,3.3333
23150,388.26,50,34,7.765200,1.4706
23039,388.01,29,23,12.933667,1.2609
23116,387.54,23,18,16.147500,1.2778
21879,386.77,94,53,4.028854,1.7736
23429,386.73,23,20,16.814348,1.1500
22345,384.32,72,30,5.124267,2.4000
85179A,383.25,60,16,6.387500,3.7500
21881,383.11,79,38,4.849494,2.0789
22048,383.00,33,32,11.606061,1.0313
21758,382.22,33,14,11.582424,2.3571
22346,381.66,59,24,6.256721,2.4583
21562,380.36,28,21,13.584286,1.3333
21373,380.04,48,42,7.917500,1.1429
16045,380.00,70,62,5.352113,1.1290
46776D,378.29,37,4,10.224054,9.2500
90161B,377.88,37,11,10.212973,3.3636
21051,377.20,54,24,6.985185,2.2500
90160C,377.04,26,15,14.501538,1.7333
47367B,376.27,43,12,8.750465,3.5833
84919,375.98,30,10,12.532667,3.0000
21129,375.98,28,15,13.427857,1.8667
17012A,375.93,66,22,5.610896,3.0000
21635,374.96,18,16,20.831111,1.1250
85232A,374.52,31,23,12.081290,1.3478
21945,373.34,105,28,3.522075,3.7500
16011,372.33,46,38,7.921915,1.2105
21689,369.87,27,23,13.698889,1.1739
84915,368.57,23,9,16.024783,2.5556
23575,367.35,32,23,10.804412,1.3913
22532,366.75,73,55,4.890000,1.3273
22265,366.15,64,43,5.157042,1.4884
21000,365.09,53,17,6.760926,3.1176
84663A,365.01,38,22,9.125250,1.7273
84563A,364.92,37,12,9.862703,3.0833
20854,363.22,44,17,8.071556,2.5882
23579,362.65,38,23,9.066250,1.6522
21286,362.12,30,18,12.070667,1.6667
22486,361.67,26,11,12.916786,2.3636
21348,361.56,7,6,51.651429,1.1667
16008,360.71,71,55,5.080423,1.2909
23661,360.59,34,24,9.489211,1.4167
20782,360.42,27,13,12.872143,2.0769
35954,359.60,58,31,5.993333,1.8710
21060,359.29,71,48,5.060423,1.4792
90209B,357.74,55,8,6.276140,6.8750
22100,356.46,59,35,5.843607,1.6857
82095,356.11,31,5,11.487419,6.2000
85169B,356.06,62,18,5.742903,3.4444
84569A,355.84,66,27,5.391515,2.4444
21724,355.83,81,44,4.392963,1.8409
85169D,354.83,51,21,6.957451,2.4286
21001,354.14,50,13,6.943922,3.8462
21664,353.97,19,16,16.855714,1.1875
21723,353.48,59,30,5.794754,1.9667
23420,353.45,32,27,10.710606,1.1852
23421,353.36,33,25,10.392941,1.3200
21222,353.19,73,27,4.647237,2.7037
21263,353.07,43,33,7.675435,1.3030
35095B,352.25,98,37,3.594388,2.6486
20652,350.61,81,27,4.173929,3.0000
21555,350.47,70,12,5.006714,5.8333
84563B,349.90,39,19,8.330952,2.0526
22529,349.87,70,53,4.927746,1.3208
85161,349.65,21,9,15.893182,2.3333
21320,349.52,22,11,15.196522,2.0000
47591b,348.92,60,10,5.815333,6.0000
84924A,348.59,33,22,10.563333,1.5000
21421,348.43,17,12,20.495882,1.4167
21197,348.31,28,14,12.439643,2.0000
79030D,346.98,50,27,6.803529,1.8519
21284,345.82,43,27,7.684889,1.5926
20700,344.45,55,5,6.262727,11.0000
85129D,343.99,65,17,5.211970,3.8235
22104,343.71,59,10,5.825593,5.9000
35957,343.57,44,8,7.808409,5.5000
90149,342.76,4,3,85.690000,1.3333
84826,340.93,33,31,8.971842,1.0645
20856,340.79,63,27,5.409365,2.3333
20934,340.70,34,23,9.208108,1.4783
21221,340.22,54,25,6.300370,2.1600
21850,340.08,55,13,6.072857,4.2308
37476,339.75,28,10,11.715517,2.8000
22761,339.66,27,22,12.580000,1.2273
71270,338.73,49,17,6.391132,2.8824
22547,337.39,102,42,3.275631,2.4286
72122,336.74,61,39,5.345079,1.5641
84926E,334.76,39,33,8.369000,1.1818
21686,334.67,22,7,15.212273,3.1429
23047,333.50,25,25,12.826923,1.0000
85230B,333.20,39,31,8.543590,1.2581
85213,333.18,37,24,8.767895,1.5417
37482P,333.06,48,31,6.530588,1.5484
22259,332.84,44,17,7.396444,2.5882
21248,329.27,68,47,4.842206,1.4468
90200A,328.44,50,15,6.568800,3.3333
21167,326.64,68,21,4.803529,3.2381
84708B,326.35,20,14,16.317500,1.4286
85204,325.84,106,41,3.017037,2.5854
23037,325.16,20,18,16.258000,1.1111
84247E,325.09,52,24,5.805179,2.1667
23478,324.40,13,10,24.953846,1.3000
23695,323.32,57,42,5.480000,1.3571
84638,323.22,38,12,8.505789,3.1667
85205B,323.15,29,23,10.771667,1.2609
22135,322.80,179,23,1.793333,7.7826
84931A,322.54,51,21,6.202692,2.4286
22092,322.18,91,76,3.464301,1.1974
21403,322.18,106,59,3.039434,1.7966
16238,322.09,134,62,2.368309,2.1613
84952B,320.89,30,11,10.696333,2.7273
21425,320.49,30,13,10.683000,2.3077
16236,320.09,136,60,2.353603,2.2667
21371,319.71,38,28,8.413421,1.3571
22827,319.68,29,22,10.312258,1.3182
21026,319.50,68,21,4.500000,3.2381
90161D,318.89,34,7,9.379118,4.8571
84876B,318.31,35,18,8.376579,1.9444
16259,317.92,33,29,9.633939,1.1379
84849A,317.30,54,27,5.875926,2.0000
46118,317.17,46,13,6.895000,3.5385
20936,316.71,35,22,9.048857,1.5909
35915C,316.46,62,9,5.104194,6.8889
90198A,315.73,44,9,7.175682,4.8889
22202,315.60,42,17,7.514286,2.4706
85202,314.81,106,35,2.713879,3.0286
gift_0,314.73,30,1,9.256765,30.0000
85170B,314.65,40,15,7.866250,2.6667
84584,314.51,32,19,9.828438,1.6842
21841,314.50,24,20,12.096154,1.2000
17084N,313.31,101,26,3.102079,3.8846
84510c,312.53,77,26,3.956076,2.9615
21442,310.49,59,32,5.174833,1.8438
21944,310.19,100,25,3.071188,4.0000
47021G,309.30,29,13,10.665517,2.2308
22124,309.11,76,15,4.014416,5.0667
20780,307.44,28,14,10.248000,2.0000
21719,307.44,58,30,5.210847,1.9333
47594B,306.75,57,27,5.199153,2.1111
23495,306.66,41,22,7.479512,1.8636
20622,305.80,51,25,5.880769,2.0400
84661B,305.20,30,11,10.173333,2.7273
22043,304.50,66,41,4.613636,1.6098
22040,304.50,28,27,10.875000,1.0370
22641,303.73,37,24,8.208919,1.5417
72586,303.55,84,37,3.571176,2.2703
84766,303.45,16,12,16.858333,1.3333
21942,302.81,104,15,2.911635,6.9333
35912B,301.26,20,16,15.063000,1.2500
84631,300.46,28,8,10.015333,3.5000
84352,299.70,25,17,11.100000,1.4706
23459,299.70,20,19,14.271429,1.0526
21375,299.61,27,10,10.331379,2.7000
23440,299.36,5,5,59.872000,1.0000
90147,298.94,24,11,12.455833,2.1818
22409,298.47,59,37,5.058814,1.5946
90184B,297.94,21,12,14.187619,1.7500
72801d,297.91,62,11,4.805000,5.6364
84358,297.73,13,7,22.902308,1.8571
84596J,296.45,70,22,4.235000,3.1818
23430,295.24,18,17,16.402222,1.0588
85186A,293.80,79,36,3.627160,2.1944
79051A,293.31,42,33,6.518000,1.2727
46776E,292.56,39,6,7.501538,6.5000
20655,292.29,99,21,2.952424,4.7143
35911A,292.07,71,24,4.113662,2.9583
21441,292.03,62,35,4.710161,1.7714
72800B,290.80,38,32,7.092683,1.1875
23567,290.33,38,16,7.444359,2.3750
21386,290.20,51,43,5.182143,1.1860
16015,289.98,27,20,10.740000,1.3500
85024B,289.65,12,12,24.137500,1.0000
21503,288.50,26,23,11.096154,1.1304
71403,286.91,33,13,8.438529,2.5385
20618,286.39,76,21,3.768289,3.6190
22049,285.75,35,28,7.937500,1.2500
37413,284.49,82,53,3.386786,1.5472
18094C,283.93,43,14,6.603023,3.0714
21666,283.51,43,22,6.593256,1.9545
16218,283.31,64,44,4.426719,1.4545
20777,282.49,80,33,3.531125,2.4242
84341B,282.38,42,31,6.566977,1.3548
23015,282.24,19,16,12.271304,1.1875
23410,281.95,19,16,14.839474,1.1875
79190B,281.64,58,25,4.773559,2.3200
23481,281.17,29,24,8.786563,1.2083
22257,280.42,42,17,6.373182,2.4706
71101E,280.20,22,17,12.182609,1.2941
21725,277.24,50,27,5.544800,1.8519
16169M,277.20,25,24,10.661538,1.0417
21293,276.72,24,15,11.068800,1.6000
72801c,276.59,45,14,6.146444,3.2143
84926D,276.53,34,26,7.900857,1.3077
23137,275.62,23,19,11.983478,1.2105
85188A,275.62,43,30,6.409767,1.4333
21250,274.37,20,16,13.718500,1.2500
20684,273.81,38,31,7.020769,1.2258
22512,273.46,38,29,7.011795,1.3103
84859A,272.99,35,25,7.583056,1.4000
23141,272.91,25,19,10.916400,1.3158
22889,272.20,33,7,7.777143,4.7143
20755,272.02,62,45,4.317778,1.3778
21815,271.68,30,16,8.490000,1.8750
20734,271.22,29,1,9.040667,29.0000
85214,271.04,60,37,4.517333,1.6216
23474,270.96,37,27,7.130526,1.3704
21473,269.73,21,17,12.844286,1.2353
48189,269.73,19,1,14.196316,19.0000
20771,269.68,40,22,6.577561,1.8182
21785,269.61,7,4,33.701250,1.7500
17013D,267.82,15,11,17.854667,1.3636
85230E,267.45,26,18,10.286538,1.4444
22765,267.43,6,4,44.571667,1.5000
21265,267.21,19,16,14.063684,1.1875
35001W,266.53,7,6,38.075714,1.1667
20699,266.03,42,12,6.334048,3.5000
72800C,264.82,35,27,7.157297,1.2963
23476,264.72,22,19,12.032727,1.1579
90160D,264.70,12,10,22.058333,1.2000
84952A,264.47,26,7,10.171923,3.7143
85039C,264.12,68,11,3.884118,6.1818
20897,262.87,25,10,10.110385,2.5000
21445,262.50,25,18,10.500000,1.3889
85124C,261.89,40,24,6.547250,1.6667
16012,261.24,35,33,7.060541,1.0606
47422,260.88,46,17,4.421695,2.7059
85186C,260.77,79,33,3.259625,2.3939
84858C,260.04,8,5,32.505000,1.6000
20794,259.84,28,16,8.661333,1.7500
21324,259.67,31,21,8.376452,1.4762
21279,258.50,31,13,8.338710,2.3846
